1,2011,2011,48.99101372,9.774554627,41.10042567,16.63313213,,63.0459868,11.81398642,278,8.633093525,0,237,2502,226,10.97046414,15.61181435,29.11392405,161,9.927853487,1378
2,2011,2011,62.04959318,7.409918636,30.13366912,10.66796821,,64.01191982,22.48933302,47,27.65957447,0.081539465,136,1329,130,8.088235294,12.5,30.14705882,87,7.093933464,663
3,2011,2011,58.08573373,10.59197097,31.04256445,15.42272127,,65.76214813,11.23910905,165,10.90909091,0.172255397,224,1540,217,12.05357143,18.75,31.25,172,9.875976114,915
4,2011,2011,53.27949577,9.82863896,36.85247193,15.57428215,,59.52600558,6.353882818,838,7.398568019,0.140419855,414,6696,386,7.487922705,14.97584541,30.6763285,208,14.60366496,1463
5,2011,2011,74.85765658,2.846868445,22.1456398,3.663709988,,30.31883675,60.73912756,210,13.33333333,0.49382716,322,2516,316,10.86956522,17.70186335,34.16149068,230,28.39506173,1887
6,2011,2011,62.84337349,8.883534137,28.27309237,12.38521837,,66.173391,13.79399651,231,9.523809524,0.254701363,379,2935,368,10.55408971,17.67810026,33.50923483,280,11.88606359,1998
7,2011,2011,45.1171875,12.07682292,42.80598958,21.11553785,,68.89277614,5.075598488,93,38.70967742,0,138,1198,132,9.420289855,18.84057971,26.8115942,85,10.36332602,625
8,2011,2011,62.49209361,8.523086654,28.88994307,12.00178134,,53.6906342,34.82521107,57,17.54385965,0.257864879,128,1153,124,7.03125,10.9375,28.90625,99,12.7643115,868
9,2011,2011,56.01730264,8.218754828,35.76394253,12.79461279,,62.92254775,9.431448174,182,7.692307692,0,185,3024,168,7.027027027,14.05405405,26.48648649,77,9.354877901,1243
10,2011,2011,38.63140676,10.49618321,50.79062159,21.36514983,,59.53071639,7.836146549,149,4.697986577,0,169,1487,161,7.692307692,11.24260355,28.99408284,126,12.7607859,732
11,2011,2011,61.52755267,5.216774716,33.13411669,7.816057065,,41.86234722,50.06244215,24,16.66666667,0,193,979,191,9.32642487,12.95336788,38.86010363,124,9.513579868,517
12,2011,2011,55.45482963,6.283213504,37.94935917,10.17721519,,66.3,15.7,30,16.66666667,0,39,310,37,5.128205128,12.82051282,35.8974359,17,4.145330407,91
